Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
363608,"Internet bill goes up with no cable """"bundle""""",6/24/2015,24-Jun-15,10:26:04 PM,Customer Care Call,Katy,Texas,77449,Open,No
361000,Significant Quality Loss,6/24/2015,24-Jun-15,9:22:29 AM,Internet,Katy,Texas,77494,Open,No
370744,Internet service connection issues and frequent outages,6/28/2015,28-Jun-15,8:35:47 AM,Customer Care Call,Katy,Texas,77493,Closed,No
360649,Unfair Billing Practices,6/24/2015,24-Jun-15,12:38:50 AM,Customer Care Call,Keizer,Oregon,97303,Open,No
320438,Internet service connection issues and frequent outages,3/6/2015,6-Mar-15,10:18:51 AM,Customer Care Call,Kemah,Texas,77565,Solved,No
360643,Xfinity throttling my connection,6/24/2015,24-Jun-15,12:36:17 AM,Customer Care Call,Kenmore,Washington,98028,Open,No
281374,Service down for 25 days but was never credit it for it,8/5/2015,5-Aug-15,9:03:32 PM,Customer Care Call,Kennesaw,Georgia,30144,Solved,No
291332,"Comcast Home Business Service - FC Consulting, LLC",5/15/2015,15-May-15,9:56:20 AM,Internet,Kennesaw,Georgia,30144,Solved,No
321287,Being charged for modem that was returned over 1 year ago,3/6/2015,6-Mar-15,2:39:41 PM,Internet,Kennesaw,Georgia,30144,Solved,No
329445,Data usage cap exceeded with overage charges applied,8/6/2015,6-Aug-15,7:57:13 PM,Customer Care Call,Kennesaw,Georgia,30144,Solved,No
359058,Comcast's pricing and bundling model is a monopolized extortion in my area,6/23/2015,23-Jun-15,3:48:06 PM,Customer Care Call,Kennesaw,Georgia,30152,Solved,No
361198,Comcast forcing me to pay same rate for lower speed,6/24/2015,24-Jun-15,10:30:13 AM,Internet,Kennesaw,Georgia,30144,Solved,No
362798,Speeds lower than advertised,6/24/2015,24-Jun-15,4:50:14 PM,Customer Care Call,Kennesaw,Georgia,30144,Open,Yes
361585,Comcast Data Cap of 300GB,6/24/2015,24-Jun-15,12:13:21 PM,Internet,Kennesaw,Georgia,30144,Pending,No
370771,General complaint about Comcast service quality and billing practices,6/28/2015,28-Jun-15,10:00:18 AM,Customer Care Call,Kennesaw,Georgia,30144,Pending,No
318260,Comcast Online Access,2/6/2015,6-Feb-15,9:19:51 AM,Internet,Kensington,Maryland,20895,Closed,No
255808,availabilty,4/24/2015,24-Apr-15,3:56:45 PM,Internet,Kent,Washington,98030,Closed,No
218889,Wireless Internet,6/4/2015,4-Jun-15,9:58:45 AM,Customer Care Call,Kent,Washington,98032,Closed,No
371985,No access to HBO Go on Playstation 4 through Comcast,6/29/2015,29-Jun-15,12:10:25 PM,Customer Care Call,Kent,Washington,98031,Pending,No
263777,Very Frequent service outages with Comcast internet,4/29/2015,29-Apr-15,11:48:56 AM,Internet,Key West,Florida,33040,Closed,No
279647,Ongoing serious and cotinued internet service outages,8/5/2015,5-Aug-15,8:26:06 AM,Internet,Key West,Florida,33040,Closed,No
239198,"Internet problems, billing and service",4/16/2015,16-Apr-15,1:02:11 PM,Customer Care Call,Kimball,Michigan,48074,Closed,No
294305,Comcast Blocking HBO Go on Sony PlayStation devices,5/18/2015,18-May-15,12:24:07 AM,Internet,King Of Prussia,Pennsylvania,19406,Pending,No
comcas,nd intrenal miscommunication,4/30/2015,30-Apr-15,9:55:33 PM,Customer Care Call,Kingston Springs,Tennessee,37082,Closed,No
263023,Continued slowness for more than 2 weeks,4/28/2015,28-Apr-15,9:46:20 PM,Internet,Kirkland,Washington,98033,Closed,No
265465,Continued slowness for almost 3 weeks,4/29/2015,29-Apr-15,9:23:19 PM,Customer Care Call,Kirkland,Washington,98033,Closed,No
267591,Continued slowness for almost 3 weeks,4/30/2015,30-Apr-15,8:40:28 PM,Customer Care Call,Kirkland,Washington,98033,Closed,No
359715,Comcast's Constant Manipulation of Bills,6/23/2015,23-Jun-15,6:26:50 PM,Customer Care Call,Kirkland,Washington,98033,Solved,No
368974,False advertising / Bait & Switch,6/26/2015,26-Jun-15,5:28:02 PM,Customer Care Call,Kirkland,Washington,98033,Pending,No
371784,false advertisement for paid service,6/29/2015,29-Jun-15,11:09:55 AM,Customer Care Call,Kissimmee,Florida,34746,Solved,No
344980,Comcast internet,6/17/2015,17-Jun-15,10:32:15 AM,Customer Care Call,Kittery,Maine,3904,Solved,Yes
229529,Comcast Internet and TV false information and false price,10/4/2015,4-Oct-15,5:01:03 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No
230159,Comcast data cap / interference with free market,10/4/2015,4-Oct-15,10:38:10 PM,Internet,Knoxville,Tennessee,37920,Closed,No
238581,InHome Service Visit charged when the problem was outside of my apartment,4/16/2015,16-Apr-15,8:35:35 AM,Customer Care Call,Knoxville,Tennessee,37923,Closed,No
250437,Comcast Internet/Cable TV package,4/22/2015,22-Apr-15,2:46:32 PM,Customer Care Call,Knoxville,Tennessee,37922,Open,No
250811,Comcast internet overage charges,4/22/2015,22-Apr-15,4:46:39 PM,Internet,Knoxville,Tennessee,37914,Closed,No
251498,Unauthorized charge on comcast bill,4/22/2015,22-Apr-15,10:20:39 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No
261845,Data Caps by Comcast,4/28/2015,28-Apr-15,2:57:24 PM,Customer Care Call,Knoxville,Tennessee,37920,Closed,No
273199,COMCAST High speed internet,5/5/2015,5-May-15,10:13:08 AM,Customer Care Call,Knoxville,Tennessee,37920,Open,No
283247,Fradulant Charges against Credit Report,11/5/2015,5-Nov-15,11:47:20 AM,Customer Care Call,Knoxville,Tennessee,37919,Solved,No
290536,Data usage cap exceeded with overage charges applied,5/14/2015,14-May-15,4:49:54 PM,Customer Care Call,Knoxville,Tennessee,37938,Solved,No
290748,Data usage cap exceeded with overage charges applied,5/14/2015,14-May-15,5:58:53 PM,Customer Care Call,Knoxville,Tennessee,37923,Solved,No
290868,Data usage cap exceeded with overage charges applied,5/14/2015,14-May-15,6:59:13 PM,Customer Care Call,Knoxville,Tennessee,37921,Solved,No
294443,Comcast home data usage cap,5/18/2015,18-May-15,9:59:58 AM,Internet,Knoxville,Tennessee,37918,Solved,No
296767,Unable to obtain Residential Service,5/19/2015,19-May-15,11:52:09 AM,Customer Care Call,Knoxville,Tennessee,37931,Solved,No
303933,Bandwidth Caps.,5/22/2015,22-May-15,4:54:06 PM,Internet,Knoxville,Tennessee,37938,Closed,No
311234,local monopoly,5/28/2015,28-May-15,12:13:08 PM,Customer Care Call,Knoxville,Tennessee,37923,Pending,No
312049,Data usage cap exceeded with overage charges applied,5/28/2015,28-May-15,4:30:51 PM,Internet,Knoxville,Tennessee,37932,Pending,No
317905,Comcast ISP OIO Violation,1/6/2015,6-Jan-15,9:07:32 PM,Internet,Knoxville,Tennessee,37909,Closed,Yes
336573,Data usage cap exceeded with overage charges applied,12/6/2015,6-Dec-15,11:27:30 AM,Internet,Knoxville,Tennessee,37922,Solved,No
337290,comcast intrnet,12/6/2015,6-Dec-15,2:56:08 PM,Internet,Knoxville,Tennessee,37909,Solved,No
337481,Refusal to Prorate for Services Not Recieved,12/6/2015,6-Dec-15,3:56:55 PM,Internet,Knoxville,Tennessee,37914,Solved,No
336690,Data usage cap exceeded with overage charges applied,12/6/2015,6-Dec-15,11:52:00 AM,Customer Care Call,Knoxville,Tennessee,37919,Solved,No
338930,Data soft cap and charges from Comcast,6/13/2015,13-Jun-15,12:05:30 PM,Customer Care Call,Knoxville,Tennessee,37920,Open,No
338970,Comcast Speed and Cap misinformation,6/13/2015,13-Jun-15,12:43:14 PM,Customer Care Call,Knoxville,Tennessee,37918,Open,No
339321,Comcast Excessive Overages,6/13/2015,13-Jun-15,4:32:42 PM,Internet,Knoxville,Tennessee,37912,Solved,No
339351,Comcast Data Caps for Home Internet Service,6/13/2015,13-Jun-15,5:03:10 PM,Internet,Knoxville,Tennessee,37917,Open,No
339600,General complaint about Comcast service quality and billing practices,6/13/2015,13-Jun-15,10:20:36 PM,Customer Care Call,Knoxville,Tennessee,37918,Open,No
339770,Comcast monthly data usage cap,6/14/2015,14-Jun-15,9:21:34 AM,Customer Care Call,Knoxville,Tennessee,37918,Open,No
340029,Comcast data limits and overage charges,6/14/2015,14-Jun-15,4:11:14 PM,Internet,Knoxville,Tennessee,37917,Solved,No
342298,Comcast Data Use Caps,6/15/2015,15-Jun-15,8:19:23 PM,Internet,Knoxville,Tennessee,37914,Open,No
343023,General complaint about Comcast service quality and billing practices,6/16/2015,16-Jun-15,11:48:59 AM,Internet,Knoxville,Tennessee,37923,Open,No
348451,Service out/no customer service provided,6/18/2015,18-Jun-15,11:47:15 AM,Customer Care Call,Knoxville,Tennessee,37909,Solved,No
353784,Data usage cap exceeded with overage charges applied,6/20/2015,20-Jun-15,1:09:23 PM,Customer Care Call,Knoxville,Tennessee,37919,Pending,No
360167,Data usage cap exceeded with overage charges applied,6/23/2015,23-Jun-15,9:07:30 PM,Internet,Knoxville,Tennessee,37909,Pending,Yes
360358,Comcast Costs,6/23/2015,23-Jun-15,10:29:07 PM,Internet,Knoxville,Tennessee,37916,Open,No
360742,Unfair Billing Practices,6/24/2015,24-Jun-15,2:00:16 AM,Internet,Knoxville,Tennessee,37909,Open,No
368771,Request to transfer e-mail account from Comcast.,6/26/2015,26-Jun-15,4:20:12 PM,Customer Care Call,Kunkletown,Pennsylvania,10858,Solved,No
356498,Data usage cap exceeded with overage charges applied,6/22/2015,22-Jun-15,4:37:03 PM,Customer Care Call,La Follette,Tennessee,37766,Solved,No
215483,complaint against comcast/infinity,2/4/2015,4-Feb-15,9:22:12 PM,Internet,Lafayette,California,94549,Closed,No
326978,Complaint about service provided by Comcast/Xfinity,6/6/2015,6-Jun-15,4:23:14 PM,Internet,Lafayette,Indiana,47909,Solved,No
366507,Problems with Comcast,6/25/2015,25-Jun-15,5:20:34 PM,Customer Care Call,Lafayette,Indiana,47904,Solved,No
251408,Service Provided is Not What was Promised,4/22/2015,22-Apr-15,9:20:05 PM,Internet,Lake City,Florida,32025,Closed,No
305358,Email account removed,5/24/2015,24-May-15,4:02:49 PM,Customer Care Call,Lake City,Florida,32025,Solved,No
372351,General complaint about Comcast service quality and billing practices,6/29/2015,29-Jun-15,1:52:24 PM,Internet,Lake Lotwawana,Missouri,64086,Solved,No
342487,Billing fraud by Comcast,6/15/2015,15-Jun-15,11:40:30 PM,Internet,Lake Oswego,Oregon,97035,Solved,No
350930,General complaint about Comcast service quality and billing practices,6/19/2015,19-Jun-15,1:36:03 AM,Customer Care Call,Lake Station,Indiana,46405,Solved,No
317426,internet availability for students,1/6/2015,6-Jan-15,4:59:16 PM,Internet,Lake Tapps,Washington,98391,Open,Yes
258370,General complaint about Comcast service quality and billing practices,4/27/2015,27-Apr-15,10:38:03 AM,Internet,Lake Worth,Florida,33467,Closed,No
301352,Comcast internet,5/21/2015,21-May-15,1:46:25 PM,Internet,Lake Worth,Florida,33461,Solved,No
349083,Comcast Internet Billing,6/18/2015,18-Jun-15,2:27:51 PM,Customer Care Call,Lake Worth,Florida,33467,Open,Yes
272570,Inability to call 911 service during a power outage,4/5/2015,5-Apr-15,6:32:40 PM,Customer Care Call,Lakewood,Colorado,80227,Solved,No
322200,Comcast monopoly hurting my business,3/6/2015,6-Mar-15,7:39:35 PM,Customer Care Call,Lakewood,Colorado,80215,Open,No
359672,Comcast-Billing,6/23/2015,23-Jun-15,6:14:10 PM,Internet,Lakewood,Colorado,80214,Solved,No
370657,Internet speed not as advertised,6/27/2015,27-Jun-15,11:49:04 PM,Customer Care Call,Lakewood,Colorado,80228,Open,No
375292,Underhanded sales techniques,6/30/2015,30-Jun-15,3:59:45 PM,Internet,Lakewood,Colorado,80215,Pending,No
360760,Comcast Internet,6/24/2015,24-Jun-15,2:25:45 AM,Internet,Lakewood,Washington,98498,Open,Yes
224907,Internet/Phone Billing Services,8/4/2015,4-Aug-15,5:14:27 PM,Internet,Lancaster,Pennsylvania,17601,Closed,No
327394,Fraudulent billing practice,7/6/2015,6-Jul-15,1:35:54 PM,Customer Care Call,Lancaster,Pennsylvania,17602,Solved,No
359952,Not receiving network speed as advertised,6/23/2015,23-Jun-15,7:44:18 PM,Customer Care Call,Lancaster,Pennsylvania,17603,Open,No
217488,Internet Speed/Service,3/4/2015,4-Mar-15,11:45:34 PM,Internet,Lansing,Michigan,48917,Closed,No
254865,Comcast not honoring agreement,4/24/2015,24-Apr-15,11:10:28 AM,Customer Care Call,Lansing,Michigan,48910,Closed,No
287152,Falsified unreturned equipment fees,5/13/2015,13-May-15,10:12:47 AM,Internet,Lansing,Michigan,48912,Solved,No
360633,Slow comcast internet,6/24/2015,24-Jun-15,12:29:01 AM,Customer Care Call,Lansing,Michigan,48917,Solved,No
360805,Comcast not delivering advertised speed,6/24/2015,24-Jun-15,3:40:52 AM,Internet,Lansing,Michigan,48917,Open,No
368658,Comcast Support,6/26/2015,26-Jun-15,3:40:10 PM,Internet,Lansing,Michigan,48911,Pending,No
268345,Several issues,1/5/2015,5-Jan-15,11:47:17 AM,Internet,Lantana,Florida,33462,Closed,No
281869,Inappropriate billing,9/5/2015,5-Sep-15,2:10:19 PM,Customer Care Call,Lantana,Florida,33462,Closed,No
290320,comcast internet offer,5/14/2015,14-May-15,3:43:29 PM,Internet,Larkspur,California,94939,Solved,No
323021,Comcast Las Cruces New Mexico,4/6/2015,6-Apr-15,11:50:46 AM,Customer Care Call,Las Cruces,New Mexico,88011,Closed,No
371411,Unfair Billing Practices,6/29/2015,29-Jun-15,12:41:11 AM,Customer Care Call,Las Cruces,New Mexico,88011,Solved,No
270736,Comcast Stockholder Response,3/5/2015,5-Mar-15,5:36:02 PM,Customer Care Call,Las Vegas,Nevada,89104,Closed,No
334003,Xfinity Cable & Internet repackage scam,10/6/2015,6-Oct-15,9:50:41 PM,Customer Care Call,Lauderhill,Florida,33313,Solved,No
312662,Constant loss of account,5/28/2015,28-May-15,9:13:08 PM,Customer Care Call,Laurel,Maryland,20708,Solved,Yes
361873,Xfinity Slow Internet,6/24/2015,24-Jun-15,1:16:18 PM,Customer Care Call,Laurel,Maryland,20708,Solved,No
375959,Comcast Poor Customer Service and Degraded Service,6/30/2015,30-Jun-15,7:19:20 PM,Internet,Laurel,Maryland,20708,Solved,No
262831,General complaint about Comcast service quality and billing practices,4/28/2015,28-Apr-15,7:53:37 PM,Customer Care Call,Laurel,Mississippi,39440,Closed,No
328006,Comcast Internet,8/6/2015,6-Aug-15,11:05:55 AM,Customer Care Call,Laurel,Mississippi,39440,Solved,No
351933,Billing discrepancies and misrepresentation of package prices,6/19/2015,19-Jun-15,1:40:08 PM,Internet,Lawranceville,Georgia,30045,Solved,No
228320,Comcast Cancellation,10/4/2015,4-Oct-15,11:06:01 AM,Internet,Lawrenceville,Georgia,30044,Closed,No
289071,Data usage cap exceeded with overage charges applied,5/14/2015,14-May-15,12:16:01 AM,Customer Care Call,Lawrenceville,Georgia,30045,Solved,No
372425,Data usage cap exceeded with overage charges applied,6/29/2015,29-Jun-15,2:15:07 PM,Internet,Lawrenceville,Georgia,30045,Pending,No
277366,lack of service and speed,6/5/2015,5-Jun-15,9:42:42 PM,Internet,League City,Texas,77573,Closed,No
370440,Comcast in violation of merger terms,6/27/2015,27-Jun-15,7:18:54 PM,Customer Care Call,League City,Texas,77539,Solved,No
360320,online adertised price was not honored over phone,6/23/2015,23-Jun-15,10:16:01 PM,Internet,Lebanon,New Hampshire,3766,Solved,No
358703,"Comcast inflated and """"undetermined""",ever-increasing rates,23-06-15,23-Jun-15,2:39:13 PM,Customer Care Call,Lebanon,New Jersey,8833,Open
362928,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,5:24:09 PM,Customer Care Call,Lebanon,Oregon,97355,Open,No
260336,comcast fees and internet services,4/27/2015,27-Apr-15,9:21:34 PM,Customer Care Call,Lebanon,Pennsylvania,17046,Closed,No
233974,Blocking the viewing of websites,4/14/2015,14-Apr-15,10:03:37 AM,Customer Care Call,Lehigh Acres,Florida,33974,Closed,No
299683,bait and switch,5/20/2015,20-May-15,3:46:39 PM,Internet,Lehigh Acres,Florida,33936,Open,No
360791,Unfair pricing,6/24/2015,24-Jun-15,3:06:22 AM,Internet,Lehigh Acres,Florida,33936,Open,Yes
347557,unresponsive calls to customer service regarding wifi hotspots,6/17/2015,17-Jun-15,10:06:54 PM,Customer Care Call,Lemont,Illinois,60439,Open,No
222075,COMCAST BILLING,7/4/2015,4-Jul-15,3:03:43 PM,Customer Care Call,Levittown,Pennsylvania,19055,Closed,Yes
332408,Comcast promised credits by superviser,10/6/2015,6-Oct-15,11:46:59 AM,Internet,Levittown,Pennsylvania,19055,Open,No
327786,bait & switch,8/6/2015,6-Aug-15,6:18:48 AM,Internet,Lilburn,Georgia,30047,Closed,No
362485,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,3:49:24 PM,Internet,Lilburn,Georgia,30047,Pending,No
360828,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,4:21:19 AM,Internet,Lilburn,Georgia,30047,Pending,Yes
374157,Data usage cap exceeded with overage charges applied,6/30/2015,30-Jun-15,10:32:56 AM,Internet,Lilburn,Georgia,30047,Open,No
218049,cheating customer,4/4/2015,4-Apr-15,5:45:02 PM,Internet,Lincolnwood,Illinois,60712,Closed,No
344415,Comcast Bundled Services,6/16/2015,16-Jun-15,7:49:59 PM,Customer Care Call,Lindenwold,New Jersey,8021,Open,Yes
341950,Xfinity unable to correct issue of losing connection,6/15/2015,15-Jun-15,5:40:17 PM,Internet,Linwood,New Jersey,8221,Open,No
360235,General complaint about Comcast service quality and billing practices,6/23/2015,23-Jun-15,9:44:45 PM,Internet,Lisle,Illinois,60532,Solved,No
368198,Monopolistic Billing Practices,6/26/2015,26-Jun-15,1:34:44 PM,Internet,Lisle,Illinois,60532,Solved,No
256913,300 GB monthly allowance,4/25/2015,25-Apr-15,1:10:02 PM,Customer Care Call,Lithia Springs,Georgia,30122,Closed,No
360550,Data usage cap exceeded with overage charges applied,6/23/2015,23-Jun-15,11:36:42 PM,Internet,Lithia Springs,Georgia,30122,Pending,Yes
221665,Internet down,7/4/2015,4-Jul-15,1:17:58 PM,Internet,Lithonia,Georgia,30058,Closed,No
263720,Comcast Data Threshold,4/29/2015,29-Apr-15,11:30:36 AM,Customer Care Call,Lithonia,Georgia,30058,Closed,No
312637,Internet service connection issues and frequent outages,5/28/2015,28-May-15,8:49:57 PM,Internet,Lithonia,Georgia,30058,Pending,No
354540,customer service & price,6/21/2015,21-Jun-15,10:39:53 AM,Internet,Lithonia,Georgia,30058,Closed,No
372723,Loss of Electronics/Poor Customer Service/Faulty Grounding,6/29/2015,29-Jun-15,3:35:57 PM,Customer Care Call,Lithonia,Georgia,30058,Closed,No
274026,Ongoing Comcast internet outages.,5/5/2015,5-May-15,2:42:31 PM,Customer Care Call,Little Rock,Arkansas,72203,Closed,No
359868,unfair Internet prices,6/23/2015,23-Jun-15,7:18:44 PM,Customer Care Call,Little Rock,Arkansas,72223,Solved,No
362556,Comcast internet Dropping out,6/24/2015,24-Jun-15,4:00:43 PM,Internet,Little Rock,Arkansas,72223,Solved,No
361742,Comcast Problems,6/24/2015,24-Jun-15,12:44:28 PM,Customer Care Call,Little Rock,Arkansas,72205,Solved,No
338149,Overcharged for underperforming services,12/6/2015,6-Dec-15,6:20:55 PM,Customer Care Call,Littleton,Colorado,80123,Solved,No
369960,I am being throttled by Comcast,6/27/2015,27-Jun-15,1:14:37 PM,Internet,Littleton,Colorado,80123,Solved,No
231375,Comcast Unfair Billing Practices,12/4/2015,4-Dec-15,6:07:28 PM,Internet,Littleton,Massachusetts,1460,Closed,No
213817,comcast billing shutting off service,2/4/2015,4-Feb-15,11:23:54 AM,Customer Care Call,Live Oak,California,95953,Open,No
374291,comcastcomcas,6/30/2015,30-Jun-15,11:19:50 AM,Internet,Lndianapolis,Indiana,46228,Open,No
211472,comcast cable,1/4/2015,4-Jan-15,10:43:20 AM,Customer Care Call,Lockport,Illinois,60441,Closed,No
231374,Fraudulent Billing practices by Comcast,12/4/2015,4-Dec-15,6:03:51 PM,Customer Care Call,Locust Grove,Virginia,22508,Closed,No
344348,Services Interrupted,6/16/2015,16-Jun-15,7:12:42 PM,Customer Care Call,Locust Grove,Virginia,22508,Solved,No
352012,Internet contract issue,6/19/2015,19-Jun-15,2:00:04 PM,Internet,Lodi,California,95242,Solved,No
366778,Comcast Billing,6/25/2015,25-Jun-15,6:47:13 PM,Internet,Logan,Utah,84321,Solved,Yes
291331,Xfinity: Bogus modem charges,5/15/2015,15-May-15,9:56:08 AM,Internet,Loganville,Georgia,30052,Solved,No
316040,n/a (b) (6),5/31/2015,31-May-15,9:25:28 PM,Internet,Loganville,Georgia,30052,Pending,No
351393,General complaint about Comcast service quality and billing practices,6/19/2015,19-Jun-15,11:20:13 AM,Customer Care Call,Loganville,Georgia,30052,Solved,No
361105,Poor Customer Service and Internet Availability,6/24/2015,24-Jun-15,9:58:38 AM,Internet,Loganville,Georgia,30052,Solved,No
324702,Internet service connection issues and frequent outages,5/6/2015,6-May-15,8:14:46 AM,Customer Care Call,Lonaconing,Maryland,21539,Solved,No
362024,internet service and phone service,6/24/2015,24-Jun-15,1:54:04 PM,Internet,Long Grove,Illinois,60047,Solved,No
361528,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,11:59:36 AM,Customer Care Call,Longmont,Colorado,80504,Open,No
352951,Internet Speeds and Billing Errors,6/19/2015,19-Jun-15,6:41:29 PM,Internet,Los Alamos,New Mexico,87544,Open,Yes
272972,Comcast Billing Issue,4/5/2015,5-Apr-15,11:57:58 PM,Internet,Los Angeles,California,90034,Closed,No
367365,Internet Throttling & Unfair Billing Practices,6/26/2015,26-Jun-15,4:21:20 AM,Internet,Los Gatos,California,95032,Closed,No
367949,Internet Throttling & Unfair Billing Practices,6/26/2015,26-Jun-15,12:04:31 PM,Internet,Los Gatos,California,95032,Solved,No
375794,Comcast False Advertising,6/30/2015,30-Jun-15,6:16:26 PM,Internet,Los Gatos,California,95033,Open,No
370484,Speeds slower than advertised,6/27/2015,27-Jun-15,8:08:01 PM,Customer Care Call,Louisville,Colorado,80027,Solved,No
305856,Increase in Price of internet,5/25/2015,25-May-15,1:36:39 PM,Internet,Louisville,Tennessee,37777,Solved,Yes
362020,General complaint about Comcast service quality and billing practices,6/24/2015,24-Jun-15,1:53:15 PM,Internet,Lowell,Massachusetts,1854,Solved,Yes
333846,Comcast internet,10/6/2015,6-Oct-15,8:25:49 PM,Internet,Lutherville,Maryland,21093,Open,No
340455,Slowness of Internet,6/15/2015,15-Jun-15,9:07:16 AM,Internet,Lynchburg,Virginia,24502,Solved,No
339012,Video Throttling,6/13/2015,13-Jun-15,1:12:13 PM,Internet,Lynnfield,Massachusetts,1940,Solved,No
349588,Comcast/xfinity,6/18/2015,18-Jun-15,3:38:33 PM,Customer Care Call,Lynnwood,Washington,98036,Solved,No
374749,Ridiculous and inconsistent billing,6/30/2015,30-Jun-15,1:30:48 PM,Internet,Lynnwood,Washington,98036,Solved,No
370293,Comcast over inflating Data Meter Usage,6/27/2015,27-Jun-15,5:12:43 PM,Customer Care Call,Mabelton,Georgia,30126,Closed,No
227906,Comcast Billing Fraud,9/4/2015,4-Sep-15,10:38:59 PM,Internet,Mableton,Georgia,30126,Closed,No
333248,Comcast - Incorrect Billing Issues - Has Happened on Multiple Occasions with my Account,10/6/2015,6-Oct-15,4:27:06 PM,Internet,Mableton,Georgia,30126,Solved,No
371924,Repeated issues with Comcast billing and customer service,6/29/2015,29-Jun-15,11:53:31 AM,Internet,Macomb,Illinois,61455,Solved,No
300802,Data usage cap exceeded with overage charges applied,5/21/2015,21-May-15,9:05:26 AM,Customer Care Call,Madison,Alabama,35756,Open,No
361078,Unfair pricing practices,6/24/2015,24-Jun-15,9:50:19 AM,Internet,Madison,Alabama,35758,Solved,Yes
300500,Comcast Customer Service,5/20/2015,20-May-15,8:49:38 PM,Internet,Madison,Connecticut,6443,Solved,No
340564,Comcast Business Internet -- Not Providing Service to New Location & Will Not Terminate Contract Despite Multiple Attempts,6/15/2015,15-Jun-15,10:16:23 AM,Internet,Madison,Mississippi,39110,Solved,No
324188,Data Caps Discourage Commerce,4/6/2015,6-Apr-15,6:55:59 PM,Customer Care Call,Madison,Tennessee,37115,Solved,No
359823,Comcast Internet Is Atrocious,6/23/2015,23-Jun-15,7:07:16 PM,Internet,Magalia,California,95954,Pending,No
365166,General complaint about Comcast service quality and billing practices,6/25/2015,25-Jun-15,1:51:26 PM,Customer Care Call,Manahawkin,New Jersey,8059,Solved,No
371299,Internet speed significantly lower than advertised package,6/28/2015,28-Jun-15,9:09:54 PM,Customer Care Call,Manahawkin,New Jersey,8050,Open,No
270663,Comcast cancellation issue,3/5/2015,5-Mar-15,3:41:03 PM,Customer Care Call,Manassas,Virginia,20110,Solved,No
244436,internet availability,4/20/2015,20-Apr-15,11:43:14 AM,Customer Care Call,Manchester,New Hampshire,3102,Closed,No
302448,Comcast is giving me the ring around and charged me $130,5/21/2015,21-May-15,7:36:45 PM,Internet,Manchester,New Hampshire,3101,Solved,No
361007,comcast over charges,6/24/2015,24-Jun-15,9:27:57 AM,Internet,Manchester,New Jersey,8759,Solved,Yes
234680,Comcast Internet Billing Problems/Disrespectful Customer Service Agents,4/14/2015,14-Apr-15,1:24:46 PM,Internet,Manchester,Pennsylvania,17345,Closed,No
363966,Bill Flucuation,6/25/2015,25-Jun-15,9:15:11 AM,Customer Care Call,Manvel,Texas,77578,Solved,No
259629,Comcast internet-Price keeps changing,4/27/2015,27-Apr-15,4:40:09 PM,Internet,Mapleton,Utah,84664,Closed,No
221175,Comcast Continuous Modem Rental Charges,7/4/2015,4-Jul-15,10:55:32 AM,Customer Care Call,Margate,Florida,33063,Closed,No
360185,Comcast Throttling Internet,6/23/2015,23-Jun-15,9:26:30 PM,Internet,Margate,New Jersey,8402,Open,Yes
220948,Customer Service and Billing Complaint,7/4/2015,4-Jul-15,7:42:23 AM,Internet,Marietta,Georgia,30068,Closed,No
264114,300GB/month data cap 'trial' for several years now,4/29/2015,29-Apr-15,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,Closed,No
286994,Comcast data usage cap,5/13/2015,13-May-15,2:54:18 AM,Internet,Marietta,Georgia,30068,Open,No
292968,Data usage cap exceeded with overage charges applied,5/16/2015,16-May-15,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
293411,"Comcast and their """"data limit""""",5/16/2015,16-May-15,2:57:30 PM,Internet,Marietta,Georgia,30066,Solved,Yes
295614,Comcast refuses to honor a plan that one of their sales reps offered,5/18/2015,18-May-15,5:11:06 PM,Internet,Marietta,Georgia,30066,Solved,No
316247,General complaint about Comcast service quality and billing practices,1/6/2015,6-Jan-15,9:39:09 AM,Internet,Marietta,Georgia,30066,Closed,No
326514,Data Cap imposed without notice,6/6/2015,6-Jun-15,6:08:52 AM,Internet,Marietta,Georgia,30066,Solved,No
329684,Comcast charging over $600 for data,8/6/2015,6-Aug-15,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,Closed,No
354546,Comcast/Xfinity,6/21/2015,21-Jun-15,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
358050,Comcast Business Internet,6/23/2015,23-Jun-15,12:17:42 PM,Internet,Marietta,Georgia,30062,Solved,No
362909,Comcast 300GB data cap,6/24/2015,24-Jun-15,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,Solved,No
366944,Comcast Charges,6/25/2015,25-Jun-15,7:56:22 PM,Internet,Marietta,Georgia,30062,Solved,No
367546,Overcharged Internet Billing,6/26/2015,26-Jun-15,9:47:15 AM,Internet,Marietta,Georgia,30068,Open,No
